subject,block,trial,task,sfgpi_regret,optimal_dist
4,0,99,3,59.0,7.0
5,0,0,0,77.0,5.0
5,0,1,1,12.0,6.0
5,0,2,2,18.0,5.0
5,0,3,3,43.0,5.0
5,0,4,0,77.0,5.0
5,0,5,1,52.0,6.0
5,0,6,2,6.0,6.0
5,0,7,3,63.0,5.0
5,0,8,0,77.0,4.0
5,0,9,1,22.0,5.0
5,0,10,2,102.0,5.0
5,0,11,3,14.0,5.0
5,0,12,0,59.0,6.0
5,0,13,1,76.0,5.0
5,0,14,2,34.0,7.0
5,0,15,3,23.0,5.0
5,0,16,0,85.0,3.0
5,0,17,1,60.0,5.0
5,0,18,2,38.0,5.0
5,0,19,3,51.0,6.0
5,0,20,0,80.0,5.0
5,0,21,1,98.0,7.0
5,0,22,2,40.0,5.0
5,0,23,3,10.0,7.0
5,0,24,0,55.0,6.0
5,0,25,1,92.0,8.0
5,0,26,2,46.0,5.0
5,0,27,3,8.0,6.0
5,0,28,0,22.0,6.0
5,0,29,1,8.0,7.0
5,0,30,2,42.0,5.0
5,0,31,3,31.0,8.0
5,0,32,0,33.0,5.0
5,0,33,1,82.0,6.0
5,0,34,2,16.0,7.0
5,0,35,3,26.0,5.0
5,0,36,0,21.0,4.0
5,0,37,1,16.0,8.0
5,0,38,2,118.0,6.0
5,0,39,3,27.0,6.0
5,0,40,0,26.0,5.0
5,0,41,1,14.0,9.0
5,0,42,2,30.0,6.0
5,0,43,3,173.0,5.0
5,0,44,0,68.0,6.0
5,0,45,1,20.0,7.0
5,0,46,2,28.0,6.0
5,0,47,3,15.0,8.0
5,0,48,0,13.0,4.0
5,0,49,1,24.0,7.0
5,0,50,2,74.0,7.0
5,0,51,3,24.0,6.0
5,0,52,0,67.0,5.0
5,0,53,1,8.0,9.0
5,0,54,2,60.0,7.0
5,0,55,3,15.0,6.0
5,0,56,0,130.0,6.0
5,0,57,1,26.0,7.0
5,0,58,2,26.0,7.0
5,0,59,3,5.0,5.0
5,0,60,0,34.0,6.0
5,0,61,1,90.0,7.0
5,0,62,2,22.0,6.0
5,0,63,3,153.0,8.0
5,0,64,0,18.0,5.0
5,0,65,1,62.0,8.0
5,0,66,2,14.0,5.0
5,0,67,3,87.0,5.0
5,0,68,0,37.0,6.0
5,0,69,1,54.0,8.0
5,0,70,2,16.0,6.0
5,0,71,3,14.0,5.0
5,0,72,0,78.0,6.0
5,0,73,1,110.0,7.0
5,0,74,2,32.0,7.0
5,0,75,3,37.0,6.0
5,0,76,0,18.0,5.0
5,0,77,1,12.0,5.0
5,0,78,2,20.0,7.0
5,0,79,3,32.0,5.0
5,0,80,0,61.0,4.0
5,0,81,1,40.0,5.0
5,0,82,2,22.0,6.0
5,0,83,3,13.0,7.0
5,0,84,0,41.0,5.0
5,0,85,1,34.0,6.0
5,0,86,2,82.0,7.0
5,0,87,3,22.0,6.0
5,0,88,0,10.0,4.0
5,0,89,1,136.0,5.0
5,0,90,2,48.0,6.0
5,0,91,3,12.0,6.0
5,0,92,0,0.0,5.0
5,0,93,1,26.0,7.0
5,0,94,2,40.0,5.0
5,0,95,3,29.0,5.0
5,0,96,0,61.0,5.0
5,0,97,1,138.0,8.0
5,0,98,2,20.0,7.0
5,0,99,3,75.0,7.0
6,0,0,0,42.0,5.0
6,0,1,1,76.0,6.0
6,0,2,2,74.0,5.0
6,0,3,3,119.0,5.0
6,0,4,0,0.0,5.0
6,0,5,1,18.0,6.0
6,0,6,2,20.0,6.0
6,0,7,3,11.0,5.0
6,0,8,0,46.0,4.0
6,0,9,1,68.0,5.0
6,0,10,2,44.0,5.0
6,0,11,3,42.0,5.0
6,0,12,0,73.0,6.0
6,0,13,1,6.0,5.0
6,0,14,2,32.0,7.0
6,0,15,3,17.0,5.0
6,0,16,0,58.0,3.0
6,0,17,1,10.0,5.0
6,0,18,2,28.0,5.0
6,0,19,3,51.0,6.0
6,0,20,0,76.0,5.0
6,0,21,1,18.0,7.0
6,0,22,2,30.0,5.0
6,0,23,3,10.0,7.0
6,0,24,0,103.0,6.0
6,0,25,1,50.0,8.0
6,0,26,2,14.0,5.0
6,0,27,3,18.0,6.0
6,0,28,0,23.0,6.0
6,0,29,1,16.0,7.0
6,0,30,2,174.0,5.0
6,0,31,3,56.0,8.0
6,0,32,0,107.0,5.0
6,0,33,1,94.0,6.0
6,0,34,2,4.0,7.0
6,0,35,3,68.0,5.0
6,0,36,0,25.0,4.0
6,0,37,1,6.0,8.0
6,0,38,2,26.0,6.0
6,0,39,3,36.0,6.0
6,0,40,0,0.0,5.0
6,0,41,1,158.0,9.0
6,0,42,2,34.0,6.0
6,0,43,3,5.0,5.0
6,0,44,0,0.0,6.0
6,0,45,1,114.0,7.0
6,0,46,2,6.0,6.0
6,0,47,3,16.0,8.0
6,0,48,0,32.0,4.0
6,0,49,1,8.0,7.0
6,0,50,2,8.0,7.0
6,0,51,3,15.0,6.0
6,0,52,0,3.0,5.0
6,0,53,1,22.0,9.0
6,0,54,2,6.0,7.0
6,0,55,3,24.0,6.0
6,0,56,0,48.0,6.0
6,0,57,1,10.0,7.0
6,0,58,2,40.0,7.0
6,0,59,3,81.0,5.0
6,0,60,0,34.0,6.0
6,0,61,1,26.0,7.0
6,0,62,2,76.0,6.0
6,0,63,3,7.0,8.0
6,0,64,0,4.0,5.0
6,0,65,1,20.0,8.0
6,0,66,2,120.0,5.0
6,0,67,3,52.0,5.0
6,0,68,0,2.0,6.0
6,0,69,1,12.0,8.0
6,0,70,2,18.0,6.0
6,0,71,3,43.0,5.0
6,0,72,0,24.0,6.0
6,0,73,1,136.0,7.0
6,0,74,2,2.0,7.0
6,0,75,3,77.0,6.0
6,0,76,0,46.0,5.0
6,0,77,1,26.0,5.0
6,0,78,2,26.0,7.0
6,0,79,3,25.0,5.0
6,0,80,0,46.0,4.0
6,0,81,1,10.0,5.0
6,0,82,2,26.0,6.0
6,0,83,3,15.0,7.0
6,0,84,0,50.0,5.0
6,0,85,1,18.0,6.0
6,0,86,2,54.0,7.0
6,0,87,3,67.0,6.0
6,0,88,0,37.0,4.0
6,0,89,1,74.0,5.0
6,0,90,2,36.0,6.0
6,0,91,3,61.0,6.0
6,0,92,0,14.0,5.0
6,0,93,1,24.0,7.0
6,0,94,2,10.0,5.0
6,0,95,3,39.0,5.0
6,0,96,0,97.0,5.0
6,0,97,1,0.0,8.0
6,0,98,2,36.0,7.0
6,0,99,3,4.0,7.0
7,0,0,0,0.0,5.0
7,0,1,1,90.0,6.0
7,0,2,2,58.0,5.0
7,0,3,3,97.0,5.0
7,0,4,0,42.0,5.0
7,0,5,1,28.0,6.0
7,0,6,2,30.0,6.0
7,0,7,3,6.0,5.0
7,0,8,0,0.0,4.0
7,0,9,1,20.0,5.0
7,0,10,2,66.0,5.0
7,0,11,3,12.0,5.0
7,0,12,0,19.0,6.0
7,0,13,1,50.0,5.0
7,0,14,2,146.0,7.0
7,0,15,3,13.0,5.0
7,0,16,0,59.0,3.0
7,0,17,1,10.0,5.0
7,0,18,2,116.0,5.0
7,0,19,3,107.0,6.0
7,0,20,0,105.0,5.0
7,0,21,1,34.0,7.0
7,0,22,2,72.0,5.0
7,0,23,3,75.0,7.0
7,0,24,0,14.0,6.0
7,0,25,1,42.0,8.0
7,0,26,2,12.0,5.0
7,0,27,3,32.0,6.0
7,0,28,0,40.0,6.0
7,0,29,1,18.0,7.0
7,0,30,2,28.0,5.0
7,0,31,3,91.0,8.0
7,0,32,0,67.0,5.0
7,0,33,1,12.0,6.0
7,0,34,2,22.0,7.0
7,0,35,3,10.0,5.0
7,0,36,0,77.0,4.0
7,0,37,1,20.0,8.0
7,0,38,2,18.0,6.0
7,0,39,3,41.0,6.0
7,0,40,0,72.0,5.0
7,0,41,1,18.0,9.0
7,0,42,2,14.0,6.0
7,0,43,3,71.0,5.0
7,0,44,0,10.0,6.0
7,0,45,1,56.0,7.0
7,0,46,2,24.0,6.0
7,0,47,3,33.0,8.0
7,0,48,0,29.0,4.0
7,0,49,1,30.0,7.0
7,0,50,2,42.0,7.0
7,0,51,3,34.0,6.0
7,0,52,0,48.0,5.0
7,0,53,1,100.0,9.0
7,0,54,2,54.0,7.0
7,0,55,3,104.0,6.0
7,0,56,0,57.0,6.0
7,0,57,1,26.0,7.0
7,0,58,2,66.0,7.0
7,0,59,3,23.0,5.0
7,0,60,0,42.0,6.0
7,0,61,1,94.0,7.0
7,0,62,2,30.0,6.0
7,0,63,3,53.0,8.0
7,0,64,0,31.0,5.0
7,0,65,1,64.0,8.0
7,0,66,2,44.0,5.0
7,0,67,3,20.0,5.0
7,0,68,0,21.0,6.0
7,0,69,1,0.0,8.0
7,0,70,2,4.0,6.0
7,0,71,3,25.0,5.0
7,0,72,0,57.0,6.0
7,0,73,1,18.0,7.0
7,0,74,2,38.0,7.0
7,0,75,3,26.0,6.0
7,0,76,0,52.0,5.0
7,0,77,1,42.0,5.0
7,0,78,2,28.0,7.0
7,0,79,3,26.0,5.0
7,0,80,0,34.0,4.0
7,0,81,1,34.0,5.0
7,0,82,2,30.0,6.0
7,0,83,3,10.0,7.0
7,0,84,0,14.0,5.0
7,0,85,1,20.0,6.0
7,0,86,2,28.0,7.0
7,0,87,3,12.0,6.0
7,0,88,0,22.0,4.0
7,0,89,1,74.0,5.0
7,0,90,2,0.0,6.0
7,0,91,3,87.0,6.0
7,0,92,0,70.0,5.0
7,0,93,1,4.0,7.0
7,0,94,2,36.0,5.0
7,0,95,3,66.0,5.0
7,0,96,0,97.0,5.0
7,0,97,1,54.0,8.0
7,0,98,2,44.0,7.0
7,0,99,3,85.0,7.0
8,0,0,0,20.0,5.0
8,0,1,1,70.0,6.0
8,0,2,2,26.0,5.0
8,0,3,3,22.0,5.0
8,0,4,0,121.0,5.0
8,0,5,1,40.0,6.0
8,0,6,2,26.0,6.0
8,0,7,3,43.0,5.0
8,0,8,0,15.0,4.0
8,0,9,1,32.0,5.0
8,0,10,2,36.0,5.0
8,0,11,3,25.0,5.0
8,0,12,0,17.0,6.0
8,0,13,1,40.0,5.0
8,0,14,2,26.0,7.0
8,0,15,3,185.0,5.0
8,0,16,0,97.0,3.0
8,0,17,1,26.0,5.0
8,0,18,2,18.0,5.0
8,0,19,3,14.0,6.0
8,0,20,0,50.0,5.0
8,0,21,1,40.0,7.0
8,0,22,2,152.0,5.0
8,0,23,3,12.0,7.0
8,0,24,0,1.0,6.0
8,0,25,1,92.0,8.0
8,0,26,2,102.0,5.0
8,0,27,3,37.0,6.0
8,0,28,0,14.0,6.0
8,0,29,1,22.0,7.0
8,0,30,2,18.0,5.0
8,0,31,3,14.0,8.0
8,0,32,0,37.0,5.0
8,0,33,1,38.0,6.0
8,0,34,2,30.0,7.0
8,0,35,3,38.0,5.0
8,0,36,0,32.0,4.0
8,0,37,1,16.0,8.0
8,0,38,2,100.0,6.0
8,0,39,3,84.0,6.0
8,0,40,0,17.0,5.0
8,0,41,1,26.0,9.0
8,0,42,2,100.0,6.0
8,0,43,3,41.0,5.0
8,0,44,0,10.0,6.0
8,0,45,1,28.0,7.0
8,0,46,2,16.0,6.0
8,0,47,3,8.0,8.0
8,0,48,0,4.0,4.0
8,0,49,1,12.0,7.0
8,0,50,2,24.0,7.0
8,0,51,3,13.0,6.0
8,0,52,0,2.0,5.0
8,0,53,1,10.0,9.0
8,0,54,2,18.0,7.0
8,0,55,3,155.0,6.0
8,0,56,0,99.0,6.0
8,0,57,1,32.0,7.0
8,0,58,2,36.0,7.0
8,0,59,3,26.0,5.0
8,0,60,0,14.0,6.0
8,0,61,1,16.0,7.0
8,0,62,2,14.0,6.0
8,0,63,3,11.0,8.0
8,0,64,0,111.0,5.0
8,0,65,1,36.0,8.0
8,0,66,2,36.0,5.0
8,0,67,3,38.0,5.0
8,0,68,0,18.0,6.0
8,0,69,1,36.0,8.0
8,0,70,2,38.0,6.0
8,0,71,3,16.0,5.0
8,0,72,0,4.0,6.0
8,0,73,1,56.0,7.0
8,0,74,2,68.0,7.0
8,0,75,3,44.0,6.0
8,0,76,0,0.0,5.0
8,0,77,1,14.0,5.0
8,0,78,2,34.0,7.0
8,0,79,3,35.0,5.0
8,0,80,0,85.0,4.0
8,0,81,1,68.0,5.0
8,0,82,2,26.0,6.0
8,0,83,3,53.0,7.0
8,0,84,0,133.0,5.0
8,0,85,1,56.0,6.0
8,0,86,2,28.0,7.0
8,0,87,3,143.0,6.0
8,0,88,0,37.0,4.0
8,0,89,1,44.0,5.0
8,0,90,2,10.0,6.0
8,0,91,3,75.0,6.0
8,0,92,0,36.0,5.0
8,0,93,1,14.0,7.0
8,0,94,2,12.0,5.0
8,0,95,3,14.0,5.0
8,0,96,0,78.0,5.0
8,0,97,1,28.0,8.0
8,0,98,2,8.0,7.0
8,0,99,3,11.0,7.0
9,0,0,0,11.0,5.0
9,0,1,1,136.0,6.0
9,0,2,2,12.0,5.0
9,0,3,3,80.0,5.0
9,0,4,0,82.0,5.0
9,0,5,1,72.0,6.0
9,0,6,2,48.0,6.0
9,0,7,3,75.0,5.0
9,0,8,0,8.0,4.0
9,0,9,1,178.0,5.0
9,0,10,2,34.0,5.0
9,0,11,3,16.0,5.0
9,0,12,0,3.0,6.0
9,0,13,1,64.0,5.0
9,0,14,2,30.0,7.0
9,0,15,3,81.0,5.0
9,0,16,0,75.0,3.0
9,0,17,1,58.0,5.0
9,0,18,2,8.0,5.0
9,0,19,3,19.0,6.0
9,0,20,0,56.0,5.0
9,0,21,1,14.0,7.0
9,0,22,2,30.0,5.0
9,0,23,3,55.0,7.0
9,0,24,0,24.0,6.0
9,0,25,1,66.0,8.0
9,0,26,2,48.0,5.0
9,0,27,3,22.0,6.0
9,0,28,0,93.0,6.0
9,0,29,1,32.0,7.0
9,0,30,2,30.0,5.0
9,0,31,3,81.0,8.0
9,0,32,0,10.0,5.0
9,0,33,1,34.0,6.0
9,0,34,2,44.0,7.0
9,0,35,3,58.0,5.0
9,0,36,0,82.0,4.0
9,0,37,1,72.0,8.0
9,0,38,2,6.0,6.0
9,0,39,3,175.0,6.0
9,0,40,0,11.0,5.0
9,0,41,1,30.0,9.0
9,0,42,2,24.0,6.0
9,0,43,3,6.0,5.0
9,0,44,0,23.0,6.0
9,0,45,1,56.0,7.0
9,0,46,2,38.0,6.0
9,0,47,3,17.0,8.0
9,0,48,0,85.0,4.0
9,0,49,1,28.0,7.0
9,0,50,2,8.0,7.0
9,0,51,3,33.0,6.0
9,0,52,0,85.0,5.0
9,0,53,1,18.0,9.0
9,0,54,2,40.0,7.0
9,0,55,3,9.0,6.0
9,0,56,0,59.0,6.0
9,0,57,1,6.0,7.0
9,0,58,2,10.0,7.0
9,0,59,3,85.0,5.0
9,0,60,0,10.0,6.0
9,0,61,1,2.0,7.0
9,0,62,2,8.0,6.0
9,0,63,3,61.0,8.0
9,0,64,0,18.0,5.0
9,0,65,1,20.0,8.0
9,0,66,2,16.0,5.0
9,0,67,3,28.0,5.0
9,0,68,0,57.0,6.0
9,0,69,1,12.0,8.0
9,0,70,2,14.0,6.0
9,0,71,3,18.0,5.0
9,0,72,0,2.0,6.0
9,0,73,1,24.0,7.0
9,0,74,2,52.0,7.0
9,0,75,3,43.0,6.0
9,0,76,0,6.0,5.0
9,0,77,1,78.0,5.0
9,0,78,2,26.0,7.0
9,0,79,3,38.0,5.0
9,0,80,0,2.0,4.0
9,0,81,1,32.0,5.0
9,0,82,2,22.0,6.0
9,0,83,3,65.0,7.0
9,0,84,0,161.0,5.0
9,0,85,1,26.0,6.0
9,0,86,2,16.0,7.0
9,0,87,3,21.0,6.0
9,0,88,0,37.0,4.0
9,0,89,1,16.0,5.0
9,0,90,2,26.0,6.0
9,0,91,3,29.0,6.0
9,0,92,0,42.0,5.0
9,0,93,1,62.0,7.0
9,0,94,2,28.0,5.0
9,0,95,3,79.0,5.0
9,0,96,0,35.0,5.0
9,0,97,1,38.0,8.0
9,0,98,2,28.0,7.0
9,0,99,3,52.0,7.0
